hsn_code,name,category,category_code
722620,Of high speed steel,Iron and Steel,72
72262011,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OF HIGH SPEED STEEL : HOT-ROLLED : IN COILS",Iron and Steel,72
72262012,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OF HIGH SPEED STEEL : HOT-ROLLED : OTHER",Iron and Steel,72
72262021,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OF HIGH SPEED STEEL : COLD-ROLLED : IN COILS",Iron and Steel,72
72262022,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OF HIGH SPEED STEEL : COLD-ROLLED : OTHER",Iron and Steel,72
72262030,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OF HIGH SPEED STEEL : HOOPS AND STRIPS",Iron and Steel,72
722691,Not further worked than hot-rolled,Iron and Steel,72
72269110,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: NOT FURTHER WORKED THAN HOT-ROLLED : OF A THICKNESS OF BELOW 3 MM",Iron and Steel,72
72269120,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: NOT FURTHER WORKED THAN HOT-ROLLED : OF A THICKNESS OF 3 MM AND ABOVE BUT NOT EXCEEDING 4.75 MM",Iron and Steel,72
72269130,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: NOT FURTHER WORKED THAN HOT-ROLLED : HIGH TENSILE QUALITY OF A THICKNESS OF ABOVE 4.75 MM",Iron and Steel,72
72269190,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: NOT FURTHER WORKED THAN HOT-ROLLED : OTHER",Iron and Steel,72
722692,Not further worked than cold-rolled (cold- reduced),Iron and Steel,72
72269210,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: NOT FURTHER WORKED THAN COLD-ROLLED (COLDREDUCED): OF A THICKNESS OF BELOW 3 MM",Iron and Steel,72
72269220,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: NOT FURTHER WORKED THAN COLD-ROLLED (COLDREDUCED): OF A THICKNESS OF 3 MM AND ABOVE BUT NOT EXCEEDING 4.75 MM",Iron and Steel,72
72269230,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: NOT FURTHER WORKED THAN COLD-ROLLED (COLDREDUCED): OF A THICKNESS OF ABOVE 4.75 MM",Iron and Steel,72
72269300,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: ELECTROLYTICALLY PLATED OR COATED WITH ZINC",Iron and Steel,72
72269400,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: OTHERWISE PLATED OR COATED WITH ZINC",Iron and Steel,72
722699,Other :,Iron and Steel,72
72269910,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: OTHER : OF A THICKNESS OF ABOVE 4.75 MM",Iron and Steel,72
72269920,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: OTHER : OF A THICKNESS OF ABOVE 3 MM AND BUT NOT EXCEEDING 4.75 MM",Iron and Steel,72
72269930,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: OTHER : OF A THICKNESS OF BELOW 3 MM",Iron and Steel,72
72269940,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: OTHER : SKELP (STRIPS FOR PIPES AND TUBES)",Iron and Steel,72
72269951,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: OTHER : HOOPS AND STRIPS : HOT ROLLED",Iron and Steel,72
72269952,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: OTHER : HOOPS AND STRIPS : COLD ROLLED",Iron and Steel,72
72269953,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: OTHER : HOOPS AND STRIPS : OF SPRING STEEL, OTHER THAN SKELP",Iron and Steel,72
72269960,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: OTHER : HOOPS AND STRIPS : SKELPS AND STRIPS FOR RAZOR BLADES AND SAW BLADES",Iron and Steel,72
72269971,plain and corrugated,Iron and Steel,72
72269972,"electrolytically, plain and corrugated",Iron and Steel,72
72269973,Galvannealed,Iron and Steel,72
72269979,Other,Iron and Steel,72
72269981,with aluminium,Iron and Steel,72
72269982,with aluminium-zinc alloys,Iron and Steel,72
72269983,"painted, coloured or coated with plastics",Iron and Steel,72
72269989,Other,Iron and Steel,72
72269990,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: OTHER : HOOPS AND STRIPS : OTHER",Iron and Steel,72
7227,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF OTHER ALLOY STEEL",Iron and Steel,72
722710,"IRON AND STEEL~Bars and rods, hot-rolled, in irregularly wound coils, of other alloy steel~Of high speed steel",Iron and Steel,72
72271000,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF OTHER ALLOY STEEL - OF HIGH SPEED STEEL",Iron and Steel,72
722720,"IRON AND STEEL~Bars and rods, hot-rolled, in irregularly wound coils, of other alloy steel~Of silico-manganese steel",Iron and Steel,72
72272000,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF OTHER ALLOY STEEL - OF SILICO-MANGANESE STEEL",Iron and Steel,72
722790,Other,Iron and Steel,72
72279010,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF OTHER ALLOY STEEL - OTHER : VALVE SPRING STEEL QUALITY",Iron and Steel,72
72279020,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF OTHER ALLOY STEEL - OTHER : OTHER SPRING STEEL QUALITY",Iron and Steel,72
72279030,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF OTHER ALLOY STEEL - OTHER : BALL BEARING QUALITY",Iron and Steel,72
72279040,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF OTHER ALLOY STEEL - OTHER : COLD HEADING QUALITY",Iron and Steel,72
72279050,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF OTHER ALLOY STEEL - OTHER : LEAD-FREE CUTTING QUALITY",Iron and Steel,72
72279060,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF OTHER ALLOY STEEL - OTHER : SULPHUR FREE CUTTING QUALITY",Iron and Steel,72
72279090,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF OTHER ALLOY STEEL - OTHER : OTHER",Iron and Steel,72
7228,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL",Iron and Steel,72
722810,"Bars and rods, of high speed steel",Iron and Steel,72
72281010,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - BARS AND RODS, OF HIGH SPEED STEEL : BRIGHT BARS",Iron and Steel,72
72281090,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - BARS AND RODS, OF HIGH SPEED STEEL : OTHER",Iron and Steel,72
722820,"IRON AND STEEL~Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy",Iron and Steel,72
72282000,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - BARS AND RODS, OF SILICO-MANGANESE STEEL",Iron and Steel,72
722830,"Other bars and rods, not further worked than hot-rolled, hot-drawn or extruded",Iron and Steel,72
72283011,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED : BRIGHT BARS : OF ALLOY...",Iron and Steel,72
72283019,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED : BRIGHT BARS : OTHER",Iron and Steel,72
72283021,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED : OTHER : LEAD BEARING S...",Iron and Steel,72
72283022,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED : OTHER : SPRING STEEL",Iron and Steel,72
72283023,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED : OTHER : SULPHUR BEARIN...",Iron and Steel,72
72283024,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED : OTHER : TOOL AND DIE S...",Iron and Steel,72
72283029,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED : OTHER : OTHER",Iron and Steel,72
722840,"IRON AND STEEL~Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy",Iron and Steel,72
72284000,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS, NOT FURTHER WORKED THAN FORGED",Iron and Steel,72
722850,"Other bars and rods, not further worked than cold-formed or cold-finished",Iron and Steel,72
72285010,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS, NOT FURTHER WORKED THAN COLD-FORMED OR COLD-FINISHED : OF ENGINE VALVES AND COLD H...",Iron and Steel,72
72285090,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS, NOT FURTHER WORKED THAN COLD-FORMED OR COLD-FINISHED : OTHER",Iron and Steel,72
722860,Other bars and rods,Iron and Steel,72
72286011,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS : BRIGHT BARS : OF ALLOY TOOL STEEL",Iron and Steel,72
72286012,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS : BRIGHT BARS : OTHER",Iron and Steel,72
72286091,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS : OTHER : LEAD BEARING STEEL",Iron and Steel,72
72286092,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS : OTHER : SPRING STEEL",Iron and Steel,72
72286093,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS : OTHER : SULPHUR BEARING STEEL",Iron and Steel,72
72286094,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS : OTHER : TOOL AND DIE STEEL",Iron and Steel,72
72286099,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS : OTHER : OTHER",Iron and Steel,72
722870,"Angles, shapes and sections",Iron and Steel,72
72287011,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - ANGLES, SHAPES AND SECTIONS : NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED : OF 80 MM OR M...",Iron and Steel,72
72287012,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - ANGLES, SHAPES AND SECTIONS : NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED : OF LESS THAN ...",Iron and Steel,72
72287021,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - ANGLES, SHAPES AND SECTIONS : NOT FURTHER WORKED THAN COLD-FORMED OR COLD FINISHED: OF 80 MM OR MORE",Iron and Steel,72
72287022,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - ANGLES, SHAPES AND SECTIONS : NOT FURTHER WORKED THAN COLD-FORMED OR COLD FINISHED: OF LESS THAN 80 MM",Iron and Steel,72
722880,Hollow drill bars and rods,Iron and Steel,72
72288010,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - HOLLOW DRILL BARS AND RODS : OF ALLOY STEEL",Iron and Steel,72
72288020,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - HOLLOW DRILL BARS AND RODS : OF NON ALLOY STEEL, FORGED",Iron and Steel,72
72288090,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - HOLLOW DRILL BARS AND RODS : OTHER",Iron and Steel,72
7229,WIRE OF OTHER ALLOY STEEL,Iron and Steel,72
72291000,WIRE OF OTHER ALLOY STEEL OF HIGH SPEED STEEL,Iron and Steel,72
722920,IRON AND STEEL~Wire of other alloy steel~Of silico-manganese steel,Iron and Steel,72
72292000,WIRE OF OTHER ALLOY STEEL OF SILICO-MANGANESE STEEL,Iron and Steel,72
722990,Other,Iron and Steel,72
72299011,"WIRE OF OTHER ALLOY STEEL - OTHER : TINNED WIRE, BRONZE COATED WIRE, TRAPEZOIDAL WIRE, HALF ROUND WIRE, CRIMPED WIRE AND COPPER COATED WIRE, NOT INSULATED : TINNED WIRE",Iron and Steel,72
72299012,"WIRE OF OTHER ALLOY STEEL - OTHER : TINNED WIRE, BRONZE COATED WIRE, TRAPEZOIDAL WIRE, HALF ROUND WIRE, CRIMPED WIRE AND COPPER COATED WIRE, NOT INSULATED : BRONZE COATED WIRE",Iron and Steel,72
72299013,"WIRE OF OTHER ALLOY STEEL - OTHER : TINNED WIRE, BRONZE COATED WIRE, TRAPEZOIDAL WIRE, HALF ROUND WIRE, CRIMPED WIRE AND COPPER COATED WIRE, NOT INSULATED : TRAPEZOIDAL WIRE",Iron and Steel,72
72299014,"WIRE OF OTHER ALLOY STEEL - OTHER : TINNED WIRE, BRONZE COATED WIRE, TRAPEZOIDAL WIRE, HALF ROUND WIRE, CRIMPED WIRE AND COPPER COATED WIRE, NOT INSULATED : HALF ROUND WIRE",Iron and Steel,72
72299015,"WIRE OF OTHER ALLOY STEEL - OTHER : TINNED WIRE, BRONZE COATED WIRE, TRAPEZOIDAL WIRE, HALF ROUND WIRE, CRIMPED WIRE AND COPPER COATED WIRE, NOT INSULATED : CRIMPED WIRE",Iron and Steel,72
72299016,"WIRE OF OTHER ALLOY STEEL - OTHER : TINNED WIRE, BRONZE COATED WIRE, TRAPEZOIDAL WIRE, HALF ROUND WIRE, CRIMPED WIRE AND COPPER COATED WIRE, NOT INSULATED : COPPER COATED WIRE",Iron and Steel,72
72299021,"WIRE OF OTHER ALLOY STEEL - OTHER : ELECTRODE QUALITY, WIRE ROPE QUALITY AND ACSR QUALITY NOT INSULATED : ELECTRODE QUALITY",Iron and Steel,72
72299022,"WIRE OF OTHER ALLOY STEEL - OTHER : ELECTRODE QUALITY, WIRE ROPE QUALITY AND ACSR QUALITY NOT INSULATED : WIRE ROPE QUALITY",Iron and Steel,72
72299023,"WIRE OF OTHER ALLOY STEEL - OTHER : ELECTRODE QUALITY, WIRE ROPE QUALITY AND ACSR QUALITY NOT INSULATED : ACSR QUALITY",Iron and Steel,72
72299031,"WIRE OF OTHER ALLOY STEEL - OTHER : WIRE (EXCLUDING WIRE TYPE LEAD), SPRING, HIGH TENSILE, HARDENED AND TEMPERED WIRES, NOT INSULATED : WIRE (EXCLUDING WIRE TYPE LEAD)",Iron and Steel,72
72299032,"WIRE OF OTHER ALLOY STEEL - OTHER : WIRE (EXCLUDING WIRE TYPE LEAD), SPRING, HIGH TENSILE, HARDENED AND TEMPERED WIRES, NOT INSULATED : SPRING WIRE",Iron and Steel,72
72299033,"WIRE OF OTHER ALLOY STEEL - OTHER : WIRE (EXCLUDING WIRE TYPE LEAD), SPRING, HIGH TENSILE, HARDENED AND TEMPERED WIRES, NOT INSULATED : HIGH TENSILE WIRE",Iron and Steel,72
72299034,"WIRE OF OTHER ALLOY STEEL - OTHER : WIRE (EXCLUDING WIRE TYPE LEAD), SPRING, HIGH TENSILE, HARDENED AND TEMPERED WIRES, NOT INSULATED : HARDENED AND TEMPERED WIRE",Iron and Steel,72
72299040,"WIRE OF OTHER ALLOY STEEL - OTHER : WIRE (EXCLUDING WIRE TYPE LEAD), SPRING, HIGH TENSILE, HARDENED AND TEMPERED WIRES, NOT INSULATED : OTHER WIRE",Iron and Steel,72
72299051,WIRE OF OTHER ALLOY STEEL - OTHER : SHAPED AND PROFILED WIRES OF CROSS-SECTION : HALF ROUND,Iron and Steel,72
72299052,WIRE OF OTHER ALLOY STEEL - OTHER : SHAPED AND PROFILED WIRES OF CROSS-SECTION : FLAT AND RECTANGULAR,Iron and Steel,72
72299053,WIRE OF OTHER ALLOY STEEL - OTHER : SHAPED AND PROFILED WIRES OF CROSS-SECTION : `L SHAPE,Iron and Steel,72
72299054,WIRE OF OTHER ALLOY STEEL - OTHER : SHAPED AND PROFILED WIRES OF CROSS-SECTION : `Z SHAPE,Iron and Steel,72
72299059,WIRE OF OTHER ALLOY STEEL - OTHER : SHAPED AND PROFILED WIRES OF CROSS-SECTION : OTHER,Iron and Steel,72
72299060,"WIRE OF OTHER ALLOY STEEL - OTHER : WIRE (EXCLUDING WIRE TYPE LEAD), SPRING, HIGH TENSILE, HARDENED AND TEMPERED WIRES, NOT INSULATED : ELECTRIC RESISTANCE WIRE (INCLUDING ELECTRIC RESISTANCE HEATING WIRE)",Iron and Steel,72
72299070,"WIRE OF OTHER ALLOY STEEL - OTHER : WIRE (EXCLUDING WIRE TYPE LEAD), SPRING, HIGH TENSILE, HARDENED AND TEMPERED WIRES, NOT INSULATED : CRIMPED WIRE",Iron and Steel,72
72299090,"WIRE OF OTHER ALLOY STEEL - OTHER : WIRE (EXCLUDING WIRE TYPE LEAD), SPRING, HIGH TENSILE, HARDENED AND TEMPERED WIRES, NOT INSULATED : OTHER",Iron and Steel,72
7301,"SHEET PILING OF IRON OR STEEL, WHETHER OR NOT DRILLED, PUNCHED OR MADE FROM ASSEMBLED ELEMENTS; WELDED ANGLES, SHAPES AND SECTIONS, OF IRON OR STEEL",Articles of iron or steel,73
730110,"ARTICLES OF IRON OR STEEL~Sheet  piling  of  iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel~Sheet piling",Articles of iron or steel,73
73011000,"SHEET PILING OF IRON OR STEEL, WHETHER OR NOT DRILLED, PUNCHED OR MADE FROM ASSEMBLED ELEMENTS; WELDED ANGLES, SHAPES AND SECTIONS, OF IRON OR STEEL - SHEET PILING",Articles of iron or steel,73
730120,"Angles, shapes and sections",Articles of iron or steel,73
73012010,"SHEET PILING OF IRON OR STEEL, WHETHER OR NOT DRILLED, PUNCHED OR MADE FROM ASSEMBLED ELEMENTS; WELDED ANGLES, SHAPES AND SECTIONS, OF IRON OR STEEL - ANGLES, SHAPES AND SECTIONS : STEEL SLOTTED ANGLES",Articles of iron or steel,73
73012090,"SHEET PILING OF IRON OR STEEL, WHETHER OR NOT DRILLED, PUNCHED OR MADE FROM ASSEMBLED ELEMENTS; WELDED ANGLES, SHAPES AND SECTIONS, OF IRON OR STEEL - ANGLES, SHAPES AND SECTIONS : OTHER",Articles of iron or steel,73
7302,"RAILWAY OR TRAMWAY TRACK CONSTRUCTION MATERIAL OF IRON OR STEEL, THE FOLLOWING: RAILS, CHECK-RAILS AND RACK RAILS, SWITCH BLADES, CROSSING FROGS, POINT RODS AND OTHER CROSSING PIECES, SLEEPERS (CROSS-TIES), FISH- PLATES, CHAIRS, CHAIR WEDGES, SOLE PLATES...",Articles of iron or steel,73
730210,Rails :,Articles of iron or steel,73
73021010,"RAILWAY OR TRAMWAY TRACK CONSTRUCTION MATERIAL OF IRON OR STEEL, THE FOLLOWING: RAILS, CHECK-RAILS AND RACK RAILS, SWITCH BLADES, CROSSING FROGS, POINT RODS AND OTHER CROSSING PIECES, SLEEPERS (CROSS-TIES), FISH - PLATES, CHAIRS, CHAIR WEDGES, SOLE PLATE...",Articles of iron or steel,73
73021011,Head hardened rails,Articles of iron or steel,73
73021012,Asymmetric rails with end forging,Articles of iron or steel,73
73021013,Asymmetric rails without end forging,Articles of iron or steel,73
73021014,Other than asymmetric rails and head hardened rails,Articles of iron or steel,73
73021019,Other,Articles of iron or steel,73
73021020,"RAILWAY OR TRAMWAY TRACK CONSTRUCTION MATERIAL OF IRON OR STEEL, THE FOLLOWING: RAILS, CHECK-RAILS AND RACK RAILS, SWITCH BLADES, CROSSING FROGS, POINT RODS AND OTHER CROSSING PIECES, SLEEPERS (CROSS-TIES), FISH - PLATES, CHAIRS, CHAIR WEDGES, SOLE PLATE...",Articles of iron or steel,73
73021090,"RAILWAY OR TRAMWAY TRACK CONSTRUCTION MATERIAL OF IRON OR STEEL, THE FOLLOWING: RAILS, CHECK-RAILS AND RACK RAILS, SWITCH BLADES, CROSSING FROGS, POINT RODS AND OTHER CROSSING PIECES, SLEEPERS (CROSS-TIES), FISH - PLATES, CHAIRS, CHAIR WEDGES, SOLE PLATE...",Articles of iron or steel,73
730230,"ARTICLES OF IRON OR STEEL~Railway or tramway track construction material of iron or steel, the following: rails, check-rails and rack rails, switch blades,  crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish- plates, chair...",Articles of iron or steel,73
73023000,"RAILWAY OR TRAMWAY TRACK CONSTRUCTION MATERIAL OF IRON OR STEEL, THE FOLLOWING: RAILS, CHECK-RAILS AND RACK RAILS, SWITCH BLADES, CROSSING FROGS, POINT RODS AND OTHER CROSSING PIECES, SLEEPERS (CROSS-TIES), FISH - PLATES, CHAIRS, CHAIR WEDGES, SOLE PLATE...",Articles of iron or steel,73
730240,"ARTICLES OF IRON OR STEEL~Railway or tramway track construction material of iron or steel, the following: rails, check-rails and rack rails, switch blades,  crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish- plates, chair...",Articles of iron or steel,73
73024000,"RAILWAY OR TRAMWAY TRACK CONSTRUCTION MATERIAL OF IRON OR STEEL, THE FOLLOWING: RAILS, CHECK-RAILS AND RACK RAILS, SWITCH BLADES, CROSSING FROGS, POINT RODS AND OTHER CROSSING PIECES, SLEEPERS (CROSS-TIES), FISH - PLATES, CHAIRS, CHAIR WEDGES, SOLE PLATE...",Articles of iron or steel,73
730290,Other,Articles of iron or steel,73
73029010,"RAILWAY OR TRAMWAY TRACK CONSTRUCTION MATERIAL OF IRON OR STEEL, THE FOLLOWING: RAILS, CHECK-RAILS AND RACK RAILS, SWITCH BLADES, CROSSING FROGS, POINT RODS AND OTHER CROSSING PIECES, SLEEPERS (CROSS-TIES), FISH - PLATES, CHAIRS, CHAIR WEDGES, SOLE PLATE...",Articles of iron or steel,73
